Hundename,Score,URL,EpiProgeny
"UK Ch. Trenow Music Man JW",0.8125,"url","Funny Oskar von Gugi's Kate, Gulliver of Woodpecker's Lane, Hof Sommerberg Carlos, Lauterrinn's Dale Sir Falk Freddy"
"Dolwen Fair Katrina",0.8125,"url","Funny Oskar von Gugi's Kate, Gulliver of Woodpecker's Lane, Hof Sommerberg Carlos, Lauterrinn's Dale Sir Falk Freddy"
"SU CH Cambremer Copy Cat",0.8125,"url","Hardscrabble Augusta, Rosanan White Gold"
"FTW Jade Silhouette",0.8125,"url","Hillraisins Black Bertha, Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Never change Gasper, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Raven vom Tor zur Egge"
"FTW Knockeen Thumper",0.8125,"url","Hillraisins Black Bertha, Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Never change Gasper, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO, Raven vom Tor zur Egge"
"Byrnebank Double Take",0.8125,"url","Illko Wind in the Willows, Judges Choice Cross my Heart"
"Fritz v. Janslust",0.8125,"url","Judges Choice Cross my Heart, Mira von Gugi's Kate"
"VDH Vet-Ch Mira v. Janslust (NHSB 2088347)",0.8125,"url","Judges Choice Cross my Heart, Mira von Gugi's Kate"
"FTW Craigfelin Kandy",0.8125,"url","Kosta Kl�vers Bran, Labstratego Yellow River, Mandylike's Twinkle, Sea-Croft Kay's Iowa, Splash of Water's Capercaillie, Splash of Water's Grouse, Sven (SE21895/2015), Winning Line's License to Kill, Zetastar Zesty Boy"
"FTCh Raughlin Greek",0.8125,"url","Kosta Kl�vers Bran, Meadowlark Marigold, Meadowlark Mr Badger, Wijmas Lilla My, Wijmas Mymlan"
"FTAW Ashleen Lady of Birdrowe",0.8125,"url","Kosta Kl�vers Bran, Meadowlark Marigold, Meadowlark Mr Badger, Wijmas Lilla My, Wijmas Mymlan"
"IR FTCh Thornlee Lad of Fenflyer",0.8125,"url","Namusillan Tammikehr��j�, S?KH I VATTUMANNEN HUMLE"
"SE JCH Moorman's Cajun",0.8125,"url","Sea-Croft Nimble, Vauhti-Noudon Vauhtineito"
"GB CH Lawnwoods Midnight Folly",0.75,"url","Aaron from Elderberry Grove, Alflasker Barni, Black Bet's Gillie, Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz, Gulliver of Woodpecker's Lane, Hof Sommerberg Carlos, Lauterrinn's Dale Sir Falk Freddy, Lauterrinn's Dale Sir Wesley"
"GB.Ch. Warringah's Fair and Square",0.75,"url","Aaron from Elderberry Grove, Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz, Oliver von Obderhalden, Ulanda aus dem Burghaus, Vigo von der Pfalz"
"Imboru Arthur",0.75,"url","Aika vom Steindammer-Forst"
"Gesa Luruper Brun Gammel Dansk",0.75,"url","Aika vom Steindammer-Forst"
"Gill Tyler vom Gibbachhof",0.75,"url","Aika vom Steindammer-Forst"
"Dina aus der Vogelsiedlung",0.75,"url","Aika vom Steindammer-Forst"
"Jaegerly F Queen Elisabeth I",0.75,"url","Alflasker Barni"
"SE JCH Kullaholm's Riddar Kato",0.75,"url","Alsn�sets Hagla's Midnattssol"
"SE VCH Guamikeni's Selma Lagerlof",0.75,"url","Alsn�sets Hagla's Midnattssol"
"Jaktlivet's Storm",0.75,"url","Alsn�sets Hagla's Midnattssol"
"Heading's Sol",0.75,"url","Alsn�sets Hagla's Midnattssol"
"Pebbadon Thorn",0.75,"url","Amamus Pica-Pica"
"Iliadens Harmonia",0.75,"url","Amamus Pica-Pica"
"Sandringham Dipper",0.75,"url","Amamus Pica-Pica, Bj�ragardens Timmy-Willie, Hunting High And Low B'mali, Merjatuulian Wekkuli, NIINIVUOREN KULTA-KUTRI, Sea-Croft Nimble, Sirmakan Jitterbug"
"FTCh Gunstock Teal",0.75,"url","Amamus Pica-Pica, Bj�ragardens Timmy-Willie, Hunting High And Low B'mali, Lauterrinn's Dale Sir Falk Freddy, Vigo von der Pfalz"
"Linjor Chocolate Major",0.75,"url","Angel of Hope Arik"
"SE U(U)CH O'Sofinas Funnygirl",0.75,"url","Angel of Hope Arik"
"Dt.Ch./Nl.Ch./VDH-Ch. Vet.Ch. Mallorn's Aldebaran",0.75,"url","Angel of Hope Arik"
"Grages Annalouisa",0.75,"url","Angel of Hope Arik"
"Black Denim of Hanging Rock",0.75,"url","Anthony Kenneth from Grannies Garden"
"Gelato Cacao of Hanging Rock",0.75,"url","Anthony Kenneth from Grannies Garden"
"Kenwu Carousel",0.75,"url","Anthony Kenneth from Grannies Garden, Cliff vom Zwillbrocker Venn, Deep Impact As Nike, NIINIVUOREN MEREN-SALAISUUS, Sea-Croft Kay's Iowa, Splash of Water's Capercaillie, Splash of Water's Grouse, Winning Line's License to Kill"
"FTW Tweedshot Morris of Elmbrook",0.75,"url","Anthony Kenneth from Grannies Garden, Carson vom Stecknitztal, Deep Impact As Nike, Felice vom Lipperoder Bruch, Floyd vom Hirschth�rl, Flying Flap Ears Duncan, Flying Flap Ears Ice Age, Flynn vom Hirschth�rl, Ravenfly Arielle"
"Madonna of Flightline",0.75,"url","Anthony Kenneth from Grannies Garden, Carson vom Stecknitztal, Deep Impact As Nike, Felice vom Lipperoder Bruch, Floyd vom Hirschth�rl, Flying Flap Ears Duncan, Flying Flap Ears Ice Age, Flynn vom Hirschth�rl, Ravenfly Arielle"
"Kroppsmarkens Chasing Dreams",0.75,"url","Armani Damon vom Asbrookdamm"
"Yenny aus L�hlsbusch",0.75,"url","As Game As Ermara, Black Hamlet L for Lake Shasta, Catch me if you can Happy Carlo, Gr�fin von Westerholts Kastalia, Grages Annalouisa, Iljoscha von der Perle der S�dpfalz"
"INT FTCh Astraglen Faith",0.75,"url","Batmoors' Apollo Lurgan"
"Pastime's Triple-Hound",0.75,"url","Black Bet's Gillie"
"Shamila's Peppermint",0.75,"url","Black Bet's Gillie"
"Betmiskan Emmunuel",0.75,"url","Black Bet's Gillie"
"Ursus aus L�hlsbusch",0.75,"url","Black Hamlet L for Lake Shasta"
"Nunneyswood Twilight Mist",0.75,"url","Black Hamlet L for Lake Shasta"
"NOR CH Narjana's Miriam Makebah",0.75,"url","Brookhill's Crabman"
"Shamila's Pussy-Cat",0.75,"url","Brookhill's Crabman"
"FTCh Haskayne Moss of Glensue",0.75,"url","Brufinn Keep Retrieving Doc, Hillraisins Black Bertha, Never change Gasper, Polarfischer Greg, Quickrunners Alan, Quickrunners August, Raven vom Tor zur Egge, Streamlight's Grappas Dexter"
"FTCh  Brindlebay Maize",0.75,"url","Brufinn Keep Retrieving Doc, Hillraisins Black Bertha, Never change Gasper, Polarfischer Greg, Quickrunners Alan, Quickrunners August, Raven vom Tor zur Egge, Streamlight's Grappas Dexter"
"Eastdale Bouncer of Brocklebank",0.75,"url","Brufinn Keep Retrieving Doc, Flying Flap Ears Duncan, Hillraisins Black Bertha, Polarfischer Greg, Quickrunners Alan, Quickrunners August, Raven vom Tor zur Egge, Streamlight's Grappas Dexter"
"Seawise Giant v.d. Hanzelhoeve",0.75,"url","Brufinn Keep Retrieving Doc, Flying Flap Ears Duncan, Hillraisins Black Bertha, Polarfischer Greg, Quickrunners Alan, Quickrunners August, Raven vom Tor zur Egge, Streamlight's Grappas Dexter"
"Sunshine Queens Cincia",0.75,"url","Bundy vom Hof Ibn Safinaz"
"C.I.B. FIN Ch, SE Ch Briggle's Marble Muffin",0.75,"url","Cannonpowder Penelope"
"FIN CH Strongline's Indiana",0.75,"url","Cannonpowder Penelope"
"FTW Black Moll of Wapsac",0.75,"url","Caper Cailie's Ohio, Eagle Owl's Osiris, Frankie's Rolle, Hypnos Spectre, Moorman's Lennie Mirak, Never change Gasper, Raven vom Tor zur Egge, Searover Day Mackay, Searover Kellys Guns N'roses, Streamlight's Grappas Dexter, Viltv�rdarns Galax"
"Jaz of Kelsall",0.75,"url","Caper Cailie's Ohio, Eagle Owl's Osiris, Frankie's Rolle, Hypnos Spectre, Moorman's Lennie Mirak, Never change Gasper, Raven vom Tor zur Egge, Searover Day Mackay, Searover Kellys Guns N'roses, Streamlight's Grappas Dexter, Viltv�rdarns Galax"
"Saltbarrow Gael",0.75,"url","Caper Cailie's Ohio, Eagle Owl's Osiris, Frankie's Rolle, Hypnos Spectre, Moorman's Lennie Mirak, Never change Gasper, Raven vom Tor zur Egge, Searover Day Mackay, Searover Kellys Guns N'roses, Streamlight's Grappas Dexter, Viltv�rdarns Galax"
"Drakeshead Andrea",0.75,"url","Carson vom Stecknitztal"
"Arras von der St�beheide",0.75,"url","Carson vom Stecknitztal"
"Anna ut'n H�sselhus",0.75,"url","Carson vom Stecknitztal"
"FTW Gero vom Angelfeld",0.75,"url","Carson vom Stecknitztal, Felice vom Lipperoder Bruch, Nanni-Nadalina von der Bleiburg, Never change Gasper"
"Ch CZ Paradise Pearl Tankaram U",0.75,"url","Cassiopeia vom Hof F?rst"
"Int. Ch Xanyan of Lucifers Delight",0.75,"url","Cassiopeia vom Hof F?rst"
"Artus Brown Pearl vom Ostetal",0.75,"url","Catch me if you can Happy Carlo"
"Aika vom Idsinger Holz",0.75,"url","Catch me if you can Happy Carlo"
"VDH.Ch. Tjotte's Buffalo Bandit WT, BHP, BLP",0.75,"url","Catch me if you can Happy Carlo"
"Umbra aus L�hlsbusch",0.75,"url","Catch me if you can Happy Carlo"
"Charway Ballylace",0.75,"url","Charway Rainstorm"
"NOJCh, SEJCh Mandylike's Queen Dream",0.75,"url","Chilihunters Over Bridge, Chilihunters Over Trouble, Zetastar Zesty Boy"
"Lenches Tip Top",0.75,"url","Clausi von der Aacher Haag, Crooked Field Action, Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, KhylarCreek Entering Mach II, Riverflow Star Pleaser"
"VetCh. DRC Linjor United Colours",0.75,"url","Clausi von der Aacher Haag, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag"
"FTCh Garronpoint Rye of Lincswolds",0.75,"url","Cliff vom Zwillbrocker Venn"
"FTW Clovers Girl of Saxaphone",0.75,"url","Cliff vom Zwillbrocker Venn"
"Int + B FTCH Rocket Star Geoffrey",0.75,"url","Cliff vom Zwillbrocker Venn"
"Squareclose Demmi",0.75,"url","Cliff vom Zwillbrocker Venn"
"Jessweep Sally of Saxthorpe",0.75,"url","Cliff vom Zwillbrocker Venn, Eagle Owl's Osiris, Gr�fin von Westerholts Kastalia, Hypnos Spectre, Nanni-Nadalina von der Bleiburg, Never change Gasper, Raven vom Tor zur Egge"
"Harriet of Ayers Rock",0.75,"url","Clinton vom Hembeck"
"Gonzo von der Constanze",0.75,"url","Clinton vom Hembeck"
"Arielle vom Warsingfehn",0.75,"url","Clinton vom Hembeck"
"Hedenhampark Spice",0.75,"url","Clinton vom Hembeck, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Mandylike's Porsche, Mandylike's Twinkle, NIINIVUOREN MEREN-SALAISUUS, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO"
"FTCh Rizzaro Brimstone",0.75,"url","Cosmic Cover's Mill's Jaywalker"
"FTW Brackenbird Ranoch",0.75,"url","Cosmic Cover's Mill's Jaywalker"
"FTCh Denbrig Ace Of Spades",0.75,"url","Cosmic Cover's Mill's Jaywalker"
"Broadlaw Alfreda",0.75,"url","Cosmic Cover's Mill's Jaywalker"
"FTCh Trooper Tam of Lochmuir",0.75,"url","Cosmic Cover's Mill's Jaywalker, Eagle Owl's Osiris, Lochmuir Casey, Reedsweeper's Desna, Tealshead Bracken, Thorsvi Rock Creek, S?KH I VATTUMANNEN HUMLE"
"FTCh Ferbury Lancelot Of Smithsteads",0.75,"url","COSMIC COVER'S WIN CALL TO FIND OUT"
"FTW Drakeshead Adell",0.75,"url","COSMIC COVER'S WIN CALL TO FIND OUT"
"Kayteens Star at Meadowlark FTAW",0.75,"url","COSMIC COVER'S WIN CALL TO FIND OUT"
"Cosmic Cover's Rally's Duststorm",0.75,"url","COSMIC COVER'S WIN CALL TO FIND OUT"
"Oldambster Labrador Heem Dark Moon",0.75,"url","Country Companion's Choco Pie"
"Oldambster Labrador Heem Jade",0.75,"url","Country Companion's Choco Pie"
"Heybern's Rhumba Jumps",0.75,"url","Country Companion's Choco Pie"
"Nina Ricci de la Maison de Montaigne",0.75,"url","Country Companion's Choco Pie"
"Precious For Eternity Kiss by Kiss",0.75,"url","Crooked Field Action"
"Jayncourt Peace",0.75,"url","Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, Faithful Bright Eyes Autumn Love, Funny Oskar von Gugi's Kate, Hardscrabble Augusta, Hof Sommerberg Carlos, Holli von Gugi's Kate, Jumping Jack's Flash Absolute Power, Kebrekato Famehunter, Kebrekato Fiddle Dee, Nothing Matters vom Auerswalder Teich"
"Int.Ch. Skovfogedens Samson",0.75,"url","Dark Water's Endless Star"
"Jummi-Jammin Sonata Arctica",0.75,"url","Dark Water's Endless Star"
"GB FTCh Kenmillto Remus",0.75,"url","Dimh�jdens Jack Af Barney"
"FTW Hillus Widgeon",0.75,"url","Dimh�jdens Jack Af Barney"
"Michnos Go Strike The Gold",0.75,"url","Dimh�jdens Jack Af Barney"
"Viltvattnets Evelina",0.75,"url","Dimh�jdens Jack Af Barney"
"SUCH FIUCH INTUCH SJCH Vestvollens Petra",0.75,"url","Dirk von Stieg"
"Schweizer Sieger Stourcreek Roller",0.75,"url","Dirk von Stieg"
"Uschi of Luxton",0.75,"url","Dirk von Stieg"
"Dual's Hope Xerox",0.75,"url","Donna of Anny's Labs, Doro�s Bennet Fellow for Life, Dumbledore of Anny's Labs"
"VDH-Ch Abax-Lasse aus dem M?hlenr?tschen",0.75,"url","Doro�s Bennet Fellow for Life"
"Bonny Best Mate In The Field",0.75,"url","Doro�s Bennet Fellow for Life"
"FT CH Dual's Hope Charlotte",0.75,"url","Dual's Hope Nicam"
"Billowhiz Flying Gillie",0.75,"url","Eagle Owl's Osiris"
"Willcare Huntmors Gamemaster",0.75,"url","Fancyful Tramp Charly Brown"
"Scandica Fancy Free",0.75,"url","Fancyful Tramp Charly Brown"
"Pinedale Daniel",0.75,"url","Felice vom Lipperoder Bruch"
"Alina vom Lipperoder Bruch",0.75,"url","Felice vom Lipperoder Bruch"
"B�kardalens Karamell",0.75,"url","Fiin Hemuli"
"Palabras New Year Party",0.75,"url","Fiin Hemuli"
"FTCh Quail of Lettermore",0.75,"url","Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, Frankie's Rolle, Huntrets Gott Mos, Muschelsucher Clooney, Pumpans Autumn Gold, Pumpans Harvest Moon, Pumpans Sugar Treat, Searover Day Mackay, Searover Kellys Guns N'roses"
"UK FTCh Haretor Abel of Bellever",0.75,"url","Floyd vom Hirschth�rl, Flying Flap Ears Duncan, Flying Flap Ears Ice Age, Flynn vom Hirschth�rl, NIINIVUOREN KULTA-KUTRI, Sea-Croft Nimble, Searover Cosys Karo, Viltv�rdarns Galax, Viltv�rdarns Unika Enya"
"Darius ex Duria",0.75,"url","Flying Flap Ears Duncan"
"Hera vom Nollbachtal",0.75,"url","Flying Flap Ears Duncan"
"DRC-Arb.-Ch. FTW Enya vom Keien Fenn",0.75,"url","Flying Flap Ears Ice Age"
"NO JCh, SE JCh Rockdove's High Hurricane",0.75,"url","Frankie's Rolle"
"NORDJCH Rockdove's Black Velvet",0.75,"url","Frankie's Rolle, Limmerhultarna's Solstorm, Reedsweeper's Desna, Searover Cosys Karo, Searover Kellys Guns N'roses, Searover Sweet Flip Flop, SE LCH Streamlight's Ace Leon"
"Rivlinway Rebecca Of Trentwith",0.75,"url","Fulmarus Dumpy Boy"
"FIN TCH Adventurer's Bounty Hunter",0.75,"url","Fulmarus Dumpy Boy"
"Rebecca",0.75,"url","Fulmarus Dumpy Boy"
"Sunbrook's Knight of the Moon",0.75,"url","Funny Oskar von Gugi's Kate"
"Sunriseshine",0.75,"url","Funny Oskar von Gugi's Kate"
"Karris Junior v.'T Meijelicht",0.75,"url","Gent Fynn from the Old Mansion House"
"Celinne's Coco Chanel v.h. Oosterhuis",0.75,"url","Gent Fynn from the Old Mansion House"
"FTCH Thornproof Rascal",0.75,"url","Gismo vom G?nsried"
"Cessy vom Rheinriver",0.75,"url","Gismo vom G?nsried"
"FTCh Flypatch Alfa",0.75,"url","Glengad Dobby"
"FTW Tayfordwoods Gingema With Troddenmills",0.75,"url","Glengad Dobby"
"Batmoors' Alltwalis Main",0.75,"url","Glengad Dobby"
"FTCh Brindlebay Butler",0.75,"url","Gr�fin von Westerholts Kastalia"
"Waysgreen Athena of Brindlebay",0.75,"url","Gr�fin von Westerholts Kastalia"
"Dreamfields Aidan",0.75,"url","Gr�fin von Westerholts Kastalia"
"Graefin von Westerholts Dashuri",0.75,"url","Gr�fin von Westerholts Kastalia"
"At Thieborn aus den Espoldewiesen",0.75,"url","Gulliver of Woodpecker's Lane"
"Abby von Annabergerhof",0.75,"url","Gulliver of Woodpecker's Lane"
"Creme-Fraiche Cadet",0.75,"url","Gwendy's Gandalf"
"Creme-Fraiche Castello",0.75,"url","Gwendy's Gandalf"
"Aalflasker Astro Balu",0.75,"url","Gwendy's Gandalf"
"Gwendy's Buska",0.75,"url","Gwendy's Gandalf"
"SK Grand CH Samson du Taillis Madame",0.75,"url","Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof"
"Storie Du Bois des Lilas",0.75,"url","Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof"
"Benjo's Black Athene",0.75,"url","Hardrocks Blue Danube"
"Camelot's Brookland",0.75,"url","Hardscrabble Augusta"
"BISS Am CH Windfall's Pipe Major",0.75,"url","Hardscrabble Augusta, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi, Meta vom Barkendiek, Omenalaakson Charles For My Love"
"OFTW Levenghyl Kudoo",0.75,"url","Hh's On Duty Cronos"
"Glassgreen Robyn",0.75,"url","Hh's On Duty Cronos"
"LABLUSTRIOUS LADY LANGDON",0.75,"url","Hh's On Duty Cronos"
"NORD JCH Moorman's Caledonian Ale",0.75,"url","Hillraisins Black Bertha"
"Easter Emma vom Eversaeler Feld",0.75,"url","Hillraisins Black Bertha"
"Dolwen Catherina",0.75,"url","Hof Sommerberg Carlos"
"Huntingdon's Pleasing Playboy",0.75,"url","Hof Sommerberg Carlos"
"Skyfly's Two-tailed Pasha",0.75,"url","Hunting High And Low B'mali"
"Harkollen's Eline Busygirl",0.75,"url","Hunting High And Low B'mali"
"SE J(J)CH NO JCH Moorman's Double Diamond Ale",0.75,"url","Huntrets Gott Mos"
"Tara of The Hill",0.75,"url","Huntrets Scilla, Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Searover Ruffling Thea, Splash of Water's Capercaillie, Splash of Water's Grouse, SE LCH Streamlight's Ace Leon, Streamlight's Pearl Sandy, Viltv�rdarns Unika Enya"
"Barney aus L�hlsbusch",0.75,"url","Iljoscha von der Perle der S�dpfalz"
"Bea von der Wallfahrt",0.75,"url","Iljoscha von der Perle der S�dpfalz"
"Sara van't Balkenhof",0.75,"url","Illko Wind in the Willows"
"Streamlight's Pearl Aston",0.75,"url","IVANTHES FIRST PLOPP"
"Hallmans Cladia",0.75,"url","IVANTHES FIRST PLOPP"
"Never Be Alone Of Sweet Heartbreakers",0.75,"url","Jost vom Settenbeck"
"Carmen Sea Dancer",0.75,"url","Jost vom Settenbeck"
"Cora von der Schmalfelder Au",0.75,"url","Jost vom Settenbeck"
"AmCH Weathertop Storm Cloud",0.75,"url","Judges Choice Cross my Heart"
"Dolbia Pride and Joy",0.75,"url","Judges Choice Cross my Heart"
"Derwilhelm van't Balkenhof",0.75,"url","Judges Choice Cross my Heart"
"Yanna von Gugi's Kate",0.75,"url","Judges Choice Cross my Heart"
"Flanders Pride Enamorada",0.75,"url","Jumping Jack's Flash Absolute Power"
"Ch Mallorn's Tundra Song",0.75,"url","Just Bertha von der Tarpenbek"
"Jayncourt Blissful Star",0.75,"url","Kebrekato Famehunter, Kebrekato Fiddle Dee, Riverflow Star Pleaser"
"Jayncourt Star Turn at Sandylands",0.75,"url","Kebrekato Millenium Star"
"Jayncourt Musical Star",0.75,"url","Kebrekato Millenium Star"
"Kebrekato Black Princess of Pearls",0.75,"url","Kebrekato Millenium Star"
"Am. CH Dickendall Buckstone Deck The Halls MH WC",0.75,"url","KhylarCreek Entering Mach II"
"Hyspire Cavanaugh",0.75,"url","KhylarCreek Entering Mach II"
"AmCH Paradocs Delian's Scrubbing In",0.75,"url","KhylarCreek Entering Mach II"
"AmGCH Dry Creek Paradocs Onyx",0.75,"url","KhylarCreek Entering Mach II"
"FTCh Kestrelway Freddie",0.75,"url","Kingsdale Meadow Dark"
"FTCH Stauntonvale Fastnet",0.75,"url","Kingsdale Meadow Dark"
"Old Inn Smoking Gun",0.75,"url","Kingsdale Meadow Dark"
"FTW Amelie Aguzannis",0.75,"url","Kingsdale Meadow Dark"
"Flexa vom Fallenbergs-Hof",0.75,"url","Kleo vom Fallenbergs-Hof"
"FTCh Calderhey Adder",0.75,"url","Kosta Kl�vers Bran"
"FTW Levenghyl See You There of Castlemans",0.75,"url","Kosta Kl�vers Bran"
"Devonshires Not Your Average Joe",0.75,"url","Laboriginals Oi Va Voi"
"Laboriginals Hindi",0.75,"url","Laboriginals Oi Va Voi"
"DKJCH  Thirsgaards Nadia",0.75,"url","Labstratego Yellow River"
"DKJCH DKBRCH NOJCH SEJCH NORDJCH Searover Kits Duke",0.75,"url","Labstratego Yellow River"
"Andrea (DK 19649/2002)",0.75,"url","Labstratego Yellow River"
"Dt.-JCh.(LCD), Dt.-Ch. Dt.-Ch.(LCD), VDH-Ch., Int.-Ch Buddy vom Grafenrain WT, BHP, BLP, SpJGP, LSP",0.75,"url","Lauterrinn's Dale Sir Wesley"
"DRC-/Nl./VDH-/LCD-CH.  Sunny Loch My Mystery Man",0.75,"url","Lauterrinn's Dale Sir Wesley, Shadowvale's Tough Lady Hope, Sky Yard's Istvan Imre"
"FTW Chatston Monarch",0.75,"url","Limmerhultarna's Solstorm"
"FTW Kenmillone Cerato",0.75,"url","Limmerhultarna's Solstorm"
"Sirmakan Delicato",0.75,"url","Lintukarin Armastaipale, LINTUKARIN LASSEVIREN, Niinivuoren Aamu-Uninen"
"Gannowfell Hydro Girl",0.75,"url","Lochmuir Casey"
"Ch Tapeatom Born A Star",0.75,"url","Ludanies Be Brave"
"Poolstead Perfect Peace",0.75,"url","Ludanies Be Brave"
"Poolstead Plan Of Action",0.75,"url","Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty, Pictorial Cenny"
"Hillus Holly of Toshdale",0.75,"url","Meadowlark Black Kite"
"Ethusan �rkki",0.75,"url","Merjatuulian Wekkuli"
"Ethusan Linttakinttu",0.75,"url","Merjatuulian Wekkuli"
"Moorman's Blue Beard",0.75,"url","Merjatuulian Wekkuli"
"Ethusan Gimuli",0.75,"url","Merjatuulian Wekkuli"
"Hot Choice vom Auerswalder Teich",0.75,"url","Meta vom Barkendiek"
"Ash of Lovely Moory Mabel",0.75,"url","Meta vom Barkendiek"
"Aalflasker Jellos Nana",0.75,"url","Meta vom Barkendiek"
"FI KVA-WT FI WCH-FT FTW-18 Waterfowler Copper",0.75,"url","Middle River's Forest Harmony"
"FI WCH Demon Eye's Freewill",0.75,"url","Middle River's Forest Harmony"
"Middle River's Gun Dynamite",0.75,"url","Middle River's Forest Harmony"
"FI WCH Reedrunner's Abigail",0.75,"url","Middle River's Forest Harmony"
"Scolopax Lali",0.75,"url","Moorman's Lennie Mirak"
"FTCh Delfleet Neon Of Fendawood",0.75,"url","Muschelsucher Clooney"
"Lesser Burdock Abbess",0.75,"url","Muschelsucher Clooney"
"Delfleet Band of Gold of Fenflyer",0.75,"url","Namusillan Tammikehr��j�"
"FTCh Dipper of Dukefield",0.75,"url","Nanni-Nadalina von der Bleiburg"
"Spirit of Waterdogs April",0.75,"url","Nanni-Nadalina von der Bleiburg"
"Light and Shadow's Fockea",0.75,"url","Never change Gasper"
"FIN FTCH Sirmakan Kvartti",0.75,"url","Niinivuoren Aamu-Uninen"
